name,est,log,se
L1,84.9941156749612,4.4425820267406,0.0585279436093292
L2,206.703448225685,5.33128514882088,0.0223174399387609
k,0.261330487044536,-1.34196943877036,0.127212049377246
sigma_min,14.7280160638459,2.68975153463129,0.223471452581763
sigma_max,14.378503233103,2.665734260165,0.176416966751008
