name,est,log,se
L1,86.7085152834443,4.46255209445899,0.0439402497674055
L2,257.982055205666,5.55289002903625,0.0168803138031415
k,0.153478185118902,-1.87419683854363,0.10238303219178
sigma_min,12.4983588966976,2.525597347425,0.168036982464333
sigma_max,20.6873455622398,3.02952218784004,0.142205337917477
