age,Lhat,sigma,lower,upper
8,210.888222943631,21.2597340380913,169.219909908071,252.55653597919
8.25,212.838754902634,21.4351396586314,170.82665316813,254.850856637137
8.5,214.712961125812,21.6036815295191,172.370523394482,257.055398857143
8.75,216.513828294785,21.7656282342762,173.853980854716,259.173675734855
9,218.244226220146,21.9212378465557,175.27938954436,261.209062895931
9.25,219.906912414708,22.0707583414004,176.649020954076,263.16480387534
9.5,221.504536487801,22.2144279904094,177.965057689441,265.044015286162
9.75,223.039644367614,22.3524757414404,179.229596949086,266.849691786143
10,224.51468235831,22.4851215834549,180.444653866734,268.584710849886
10.25,225.93200103839,22.6125768970861,181.612164722458,270.251837354321
10.5,227.293859006505,22.7350447914891,182.733990028282,271.853727984729
10.75,228.6024264807,22.8527204280098,183.811917493038,273.392935468361
11,229.859788756803,22.9657913311886,184.847664871211,274.871912642395
11.25,231.067949531502,23.0744376875941,185.842882700304,276.2930163627
11.5,232.228834095371,23.1788326329632,186.799156931081,277.65851125966
11.75,233.344292400965,23.2791425281055,187.718011454903,278.970573347026
12,234.416102010846,23.3755272240108,188.600910532149,280.231293489543
12.25,235.445970930261,23.4681403165834,189.449261125625,281.442680734897
12.5,236.435540328966,23.5571293914079,190.264415142657,282.606665515275
12.75,237.386387156551,23.6426362589376,191.047671589452,283.725102723649
13,238.300026655418,23.7247971804796,191.800278641161,284.799774669676
13.25,239.177914775434,23.8037430853367,192.52343563093,285.832393919938
13.5,240.021450494084,23.8795997794527,193.218294961126,286.824606027042
13.75,240.831978045848,23.9524881458933,193.885963939775,287.777992151922
14,241.610789064331,24.0225243374819,194.527506545129,288.694071583532
14.25,242.359124640574,24.0898199618972,195.143945121201,289.574304159946
14.5,243.078177300822,24.1544822595282,195.736262006935,290.420092594708
14.75,243.7690929069,24.2166142743694,196.305401101638,291.232784712163
15,244.432972482227,24.2763150182288,196.852269369149,292.013675595304
15.25,245.070873966371,24.3336796285102,197.377738283155,292.764009649587
15.5,245.683813900956,24.3887995198217,197.882645215938,293.484982585974
15.75,246.272769049592,24.4417625296508,198.367794772796,294.177743326388
16,246.838677954418,24.4926530583407,198.833960074235,294.8433958346
16.25,247.382442431735,24.5415522035873,199.281883987994,295.483000875475
16.5,247.904929009115,24.5885378896747,199.712280312854,296.097577705376
16.75,248.406970306277,24.6336849916532,200.125834916132,296.688105696422
17,248.889366361922,24.6770654546577,200.523206826656,297.255525897189
17.25,249.352885908657,24.7187484085576,200.905029284977,297.800742532336
17.5,249.798267598018,24.7588002781202,201.271910752482,298.324624443554
17.75,250.226221177573,24.7972848888633,201.624435881022,298.828006474124
18,250.637428621948,24.8342635687656,201.963166444592,299.311690799304
18.25,251.032545219606,24.8697952459976,202.288642234565,299.776448204647
18.5,251.412200617096,24.9039365428273,202.601381919884,300.223019314308
18.75,251.776999822438,24.9367418658522,202.901883873596,300.652115771281
19,252.127524169249,24.9682634927002,203.19062696705,301.064421371448
19.25,252.464332243137,24.9985516553373,203.468071333012,301.460593153262
19.5,252.787960771849,25.0276546201163,203.734659098913,301.841262444784
19.75,253.098925480584,25.0556187646924,203.990815091421,302.207035869747
20,253.397721913839,25.0824886519292,204.236947513423,302.558496314255
20.25,253.684826225094,25.1083071009133,204.473448594533,302.896203855655
20.5,253.960695935596,25.1331152551891,204.700695216131,303.220696655061
20.75,254.225770663454,25.1569526483242,204.919049511959,303.532491814949
21,254.480472824197,25.1798572669089,205.128859445197,303.832086203198
21.25,254.725208303931,25.2018656110905,205.330459362975,304.119957244887
21.5,254.96036710614,25.223012752739,205.524170529178,304.396563683103
21.75,255.18632397319,25.2433323913366,205.710301636397,304.662346309983
22,255.403438983502,25.2628569076803,205.88914929786,304.917728669144
